transaction_id,amount,failure_type,recovery_probability,action,approved,reason,customer_message,timestamp,attempt_number,retry_count,amount_recovered
,100.0,CARD_EXPIRED,0.5449,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:02.456266,,,
,100.0,TIMEOUT,0.8461,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:02.467683,,,
,100.0,INSUFFICIENT_FUNDS,0.6642,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:02.475709,,,
,100.0,NETWORK_ERROR,0.6047,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:02.481946,,,
,100.0,CARD_EXPIRED,0.7545,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:02.494215,,,
,100.0,TIMEOUT,0.4259,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:02.501655,,,
,100.0,LIMIT_EXCEEDED,0.3635,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:02.511686,,,
,100.0,NETWORK_ERROR,0.8198,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:02.523825,,,
,100.0,NETWORK_ERROR,0.4741,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:02.532788,,,
,100.0,BANK_DECLINED,0.6092,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:02.543732,,,
,100.0,TIMEOUT,0.7868,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:02.551832,,,
,100.0,CARD_EXPIRED,0.4659,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:02.559735,,,
,100.0,NETWORK_ERROR,0.8593,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:02.567728,,,
,100.0,BANK_DECLINED,0.4898,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:02.575758,,,
,100.0,INSUFFICIENT_FUNDS,0.7744,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:02.583761,,,
,100.0,CARD_EXPIRED,0.796,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:02.591723,,,
,100.0,INSUFFICIENT_FUNDS,0.6432,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:02.599814,,,
,100.0,TIMEOUT,0.4457,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:02.609735,,,
,100.0,INSUFFICIENT_FUNDS,0.6028,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:02.617710,,,
,100.0,CARD_EXPIRED,0.905,UPDATE_CARD,True,Payment method requires customer update,Your saved payment method appears to have expired. Please update your payment details to complete the transaction.,2026-08-31 14:12:02.625716,,,
,100.0,NETWORK_ERROR,0.8266,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:02.633704,,,
,100.0,CARD_EXPIRED,0.6621,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:02.641706,,,
,100.0,INSUFFICIENT_FUNDS,0.6055,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:02.650678,,,
,100.0,NETWORK_ERROR,0.7031,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:02.665009,,,
,100.0,INSUFFICIENT_FUNDS,0.5275,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:02.685297,,,
,100.0,BANK_DECLINED,0.5455,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:02.703045,,,
,100.0,NETWORK_ERROR,0.5164,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:02.717502,,,
,100.0,NETWORK_ERROR,0.9166,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:02.736087,,,
,100.0,NETWORK_ERROR,0.6853,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:02.755998,,,
,100.0,CARD_EXPIRED,0.8415,UPDATE_CARD,True,Payment method requires customer update,Your saved payment method appears to have expired. Please update your payment details to complete the transaction.,2026-08-31 14:12:02.777019,,,
,100.0,TIMEOUT,0.7084,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:02.795042,,,
,100.0,INSUFFICIENT_FUNDS,0.7016,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:02.821157,,,
,100.0,TIMEOUT,0.6767,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:02.838033,,,
,100.0,TIMEOUT,0.7725,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:02.859997,,,
,10420.28,TIMEOUT,0.8826,RETRY,True,High recovery probability and temporary payment failure,"Your payment of ₹10,420.28 could not be completed due to a temporary issue. We will safely retry the payment.",2026-08-31 14:12:02.880023,,,
,100.0,TIMEOUT,0.7151,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:02.897930,,,
,100.0,INSUFFICIENT_FUNDS,0.6586,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:02.920024,,,
,146.72,LIMIT_EXCEEDED,0.7418,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹146.72 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:02.932364,,,
,100.0,UNKNOWN_ERROR,0.2866,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:02.938171,,,
,100.0,BANK_DECLINED,0.4747,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:02.946051,,,
,100.0,TIMEOUT,0.8315,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:02.953668,,,
,100.0,BANK_DECLINED,0.3869,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:02.959531,,,
,100.0,CARD_EXPIRED,0.7808,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:02.965604,,,
,100.0,BANK_DECLINED,0.468,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:02.971417,,,
,100.0,CARD_EXPIRED,0.5483,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:02.977637,,,
,100.0,NETWORK_ERROR,0.819,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:02.983221,,,
,100.0,TIMEOUT,0.6977,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:02.989687,,,
,100.0,INSUFFICIENT_FUNDS,0.5442,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:02.996627,,,
,100.0,NETWORK_ERROR,0.8936,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:03.003675,,,
,100.0,NETWORK_ERROR,0.8617,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:03.009579,,,
,100.0,INSUFFICIENT_FUNDS,0.7509,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:03.016661,,,
,100.0,NETWORK_ERROR,0.7986,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:03.032042,,,
,100.0,NETWORK_ERROR,0.7789,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:03.051026,,,
,100.0,TIMEOUT,0.6955,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:03.070022,,,
,100.0,LIMIT_EXCEEDED,0.6071,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:03.088013,,,
,100.0,TIMEOUT,0.7512,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:03.112943,,,
,100.0,INSUFFICIENT_FUNDS,0.5953,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:03.133686,,,
,100.0,NETWORK_ERROR,0.9104,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:03.151397,,,
,100.0,UNKNOWN_ERROR,0.5685,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:03.177027,,,
,100.0,TIMEOUT,0.4523,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:03.192731,,,
,100.0,INSUFFICIENT_FUNDS,0.548,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:03.199271,,,
,100.0,TIMEOUT,0.8433,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:03.206662,,,
,100.0,CARD_EXPIRED,0.8558,UPDATE_CARD,True,Payment method requires customer update,Your saved payment method appears to have expired. Please update your payment details to complete the transaction.,2026-08-31 14:12:03.212518,,,
,100.0,INSUFFICIENT_FUNDS,0.2133,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:03.218598,,,
,100.0,INSUFFICIENT_FUNDS,0.6067,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:03.224284,,,
,186.04,LIMIT_EXCEEDED,0.8252,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹186.04 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:03.230610,,,
,100.0,BANK_DECLINED,0.2935,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:03.236486,,,
,100.0,NETWORK_ERROR,0.7349,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:03.242721,,,
,100.0,BANK_DECLINED,0.5887,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:03.249637,,,
,100.0,INSUFFICIENT_FUNDS,0.4091,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:03.257964,,,
,100.0,CARD_EXPIRED,0.868,UPDATE_CARD,True,Payment method requires customer update,Your saved payment method appears to have expired. Please update your payment details to complete the transaction.,2026-08-31 14:12:03.264672,,,
,100.0,BANK_DECLINED,0.4761,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:03.270552,,,
,100.0,BANK_DECLINED,0.4153,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:03.277251,,,
,100.0,INSUFFICIENT_FUNDS,0.6585,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:03.297245,,,
,100.0,NETWORK_ERROR,0.8446,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:03.319059,,,
,100.0,BANK_DECLINED,0.2972,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:03.332552,,,
,100.0,INSUFFICIENT_FUNDS,0.4263,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:03.339870,,,
,100.0,LIMIT_EXCEEDED,0.5042,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:03.345558,,,
,100.0,CARD_EXPIRED,0.7332,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:03.351608,,,
,100.0,INSUFFICIENT_FUNDS,0.6227,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:03.357396,,,
,100.0,CARD_EXPIRED,0.5697,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:03.363594,,,
,100.0,TIMEOUT,0.8304,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:03.371703,,,
,100.0,INSUFFICIENT_FUNDS,0.5111,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:03.379715,,,
,100.0,NETWORK_ERROR,0.5308,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:03.387745,,,
,100.0,CARD_EXPIRED,0.851,UPDATE_CARD,True,Payment method requires customer update,Your saved payment method appears to have expired. Please update your payment details to complete the transaction.,2026-08-31 14:12:03.395814,,,
,100.0,NETWORK_ERROR,0.8649,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:03.403738,,,
,301.09,TIMEOUT,0.711,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹301.09 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:03.413762,,,
,100.0,NETWORK_ERROR,0.8227,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:03.421691,,,
,100.0,INSUFFICIENT_FUNDS,0.6768,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:03.431808,,,
,100.0,NETWORK_ERROR,0.6184,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:03.448154,,,
,100.0,INSUFFICIENT_FUNDS,0.6373,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:03.480829,,,
,100.0,LIMIT_EXCEEDED,0.6383,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:03.506814,,,
,100.0,NETWORK_ERROR,0.7684,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:03.525817,,,
